"Age","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
82,3886,4601,4021,4237,4648,4606,4222,4944,5455,4581,4926,4916,5184,5284,4425,4908,5688,4767,4878,5689,7182,7551,7074,7276,5271,7150,7759,7146,7696,6695,8116,7689,8115,7746,9436,8199,10045,9232,9997,10522,10325,9844,6902,8808,8996,11824,10189,14347,11899,13052,14436,12768,14119,13113,16095,14126,14011,16372,17313,15154,17897,18195,17297,17324,17003,20429,22006,22491,19454,20533,21280,21125,23017,23426,26258,25323,27703,26808,28563,28173,27642,30206,31879,32746,32041,34766,32459,32181,35313,34825,34979,36985,36657,36945,38200,39410,40989,41580,43518,45087,45927,47504,47563,48556,48650,49050,50693,50948,53099,53385,54398,55237,55883,56767,55916,57483,58436,58860,59672,59421,60248,60747,61634,62036,62314,63982,64014,64088,65697,66365,67055,67220,68088,68114,68545,69514,69436,69867,70653,70234,70988
83,3104,3744,3128,3372,3625,3783,3300,3999,4461,3610,3987,3949,4117,4260,3466,3931,4632,3764,3832,4493,5796,6255,5842,5855,4281,5970,6322,5808,6288,5515,6706,6233,6583,6276,7703,6645,8291,7634,8326,8649,8541,8126,5678,7108,7417,9803,8284,12122,9993,10900,12202,10472,11808,10834,13658,11795,11632,13934,14634,12729,15384,15440,14660,14422,14200,17370,18960,19393,16374,17477,18278,17826,19897,20163,22767,21836,23973,23187,24891,24568,23796,26477,28004,28752,27980,30781,28385,28075,31320,30823,30937,32769,32352,32903,33986,35181,36923,37353,39337,40927,41653,43423,43392,44552,44478,44869,46368,46710,49046,49303,50296,51294,51819,52867,52182,53604,54496,55139,55915,55827,56450,57012,58000,58301,58636,60445,60403,60429,62209,62860,63701,63721,64791,64757,65231,66330,66101,66700,67703,67061,67886
84,2376,3003,2425,2599,2832,3053,2537,3164,3602,2813,3163,3125,3187,3371,2685,3065,3750,2928,2928,3509,4628,5111,4777,4700,3311,4870,5043,4623,5055,4453,5460,5004,5224,4982,6171,5329,6840,6213,6664,7029,7030,6568,4542,5644,5941,7923,6667,9968,8280,8904,10119,8428,9674,8699,11260,9601,9513,11548,12233,10541,12994,12805,12216,11938,11723,14572,15975,16377,13546,14587,15350,14776,16954,17152,19562,18448,20472,19944,21412,21048,20300,22885,24142,24847,24133,26930,24488,24207,27437,26929,27034,28719,28154,28946,29912,31004,32747,33076,35077,36659,37112,39256,38990,40297,40247,40555,41798,42327,44721,45137,45912,47304,47682,48740,48024,49496,50269,51215,51915,51873,52512,53066,54007,54347,54723,56483,56508,56363,58439,59102,59968,60138,61060,61068,61595,62789,62473,63176,64274,63564,64511
85,1800,2368,1911,1961,2184,2376,1898,2420,2872,2230,2457,2436,2444,2581,2100,2354,2897,2220,2200,2721,3671,4118,3822,3750,2486,3778,4007,3674,3926,3510,4317,4009,4096,3911,4918,4157,5562,4884,5237,5670,5715,5217,3590,4469,4715,6418,5256,8130,6633,7160,8275,6767,7772,6809,9197,7629,7665,9377,10112,8454,10600,10588,10041,9726,9549,12126,13250,13745,11079,11987,12624,12125,14219,14335,16532,15334,17247,16733,18031,17631,17105,19554,20591,21122,20515,23122,20704,20561,23730,23228,23292,24846,24136,25154,26029,26790,28670,28871,30678,32383,32774,34978,34636,35959,35982,36204,37358,37983,40353,40857,41503,43123,43585,44443,43538,45149,45956,47100,47767,47700,48322,48855,49834,50284,50540,52195,52270,51988,54277,55005,55912,56164,56880,57099,57670,58890,58527,59164,60411,59755,60830
86,1366,1815,1447,1454,1644,1812,1413,1814,2249,1696,1871,1868,1840,1946,1621,1742,2134,1656,1643,2076,2815,3191,2959,2935,1878,2872,3112,2914,3014,2690,3363,3134,3163,3034,3855,3236,4361,3745,4128,4448,4526,4084,2846,3477,3761,5129,4063,6601,5159,5710,6719,5334,6206,5231,7418,6040,5996,7482,8307,6621,8510,8689,8104,7820,7588,9938,10827,11283,8927,9694,10206,9724,11796,11766,13766,12535,14370,13756,14824,14554,14216,16219,17438,17607,17073,19496,17131,17011,20198,19771,19650,21194,20340,21562,22226,22754,24650,24697,26501,28292,28509,30709,30380,31666,31740,31869,33102,33625,35967,36493,36974,38834,39340,40089,39003,40693,41493,42671,43400,43336,43785,44313,45519,45895,45993,47686,47707,47424,49773,50460,51497,51858,52487,52829,53441,54640,54231,54803,56300,55499,56861
87,1006,1379,1049,1035,1214,1356,1032,1320,1720,1244,1394,1400,1387,1464,1198,1250,1558,1200,1204,1557,2102,2384,2241,2232,1374,2169,2377,2217,2299,2004,2606,2366,2333,2330,3023,2494,3375,2851,3275,3375,3465,3191,2182,2585,2861,3995,3076,5266,3922,4546,5368,4029,4911,3957,5819,4628,4544,5849,6662,5176,6761,6934,6339,6076,5925,7906,8694,9024,6948,7697,8160,7596,9589,9427,11202,9958,11862,11126,11995,11812,11579,13120,14415,14351,13919,16244,14107,13718,16856,16452,16188,17818,17012,18082,18721,19113,21029,20876,22656,24473,24210,26511,26160,27393,27416,27561,28909,29169,31569,32162,32398,34554,34892,35668,34425,36227,36933,37993,38852,38691,39116,39502,41007,41197,41258,43085,43061,42729,45138,45709,46838,47304,47965,48214,48927,50081,49641,50157,51808,50836,52475
88,726,1028,744,714,879,996,738,936,1290,915,1016,1029,1022,1073,875,904,1139,848,857,1145,1534,1798,1685,1684,984,1608,1779,1627,1718,1483,1963,1769,1668,1710,2310,1857,2575,2131,2536,2549,2587,2446,1624,1872,2096,3031,2298,4132,2930,3530,4175,2940,3841,2960,4490,3428,3365,4527,5171,4019,5256,5440,4890,4564,4516,6142,6852,7198,5240,5968,6403,5916,7685,7382,8922,7808,9606,8770,9544,9294,9228,10500,11689,11668,11124,13383,11439,10899,13834,13333,13174,14643,14020,14801,15499,15726,17669,17411,19030,20647,20259,22520,22316,23330,23355,23556,24832,25013,27329,27939,28115,30170,30467,31208,29842,31712,32344,33348,34318,34044,34523,34751,36389,36412,36562,38426,38275,37902,40358,40904,42023,42482,43215,43408,44228,45396,44817,45306,46998,45954,47788
89,513,751,516,476,623,716,517,647,949,660,724,742,739,771,628,639,815,584,595,827,1093,1331,1241,1248,687,1166,1306,1165,1256,1074,1440,1297,1187,1227,1686,1352,1912,1541,1881,1883,1923,1810,1182,1327,1531,2252,1686,3141,2149,2659,3184,2143,2929,2135,3418,2533,2426,3422,3963,3001,4011,4155,3712,3413,3315,4688,5241,5634,3873,4535,4874,4529,5949,5703,6991,6165,7569,6812,7483,7232,7116,8264,9397,9339,8690,10877,8988,8427,11271,10450,10509,11744,10974,11861,12495,12656,14320,14205,15766,17075,16795,18946,18733,19592,19666,19856,20970,21088,23318,23694,23961,25854,26236,26771,25406,27273,27869,28770,29834,29370,30040,30138,31590,31644,31923,33685,33369,33049,35395,36016,37111,37619,38382,38484,39351,40595,39829,40253,41926,40979,42832
90,354,538,349,307,432,504,354,436,685,466,504,523,524,542,443,442,570,392,403,585,760,965,895,907,468,824,941,812,898,761,1032,931,822,859,1202,963,1389,1087,1365,1360,1400,1312,840,915,1093,1638,1190,2338,1538,1963,2380,1518,2153,1502,2546,1818,1722,2529,2974,2177,2989,3104,2737,2481,2384,3495,3929,4288,2783,3363,3644,3337,4448,4315,5382,4739,5920,5159,5736,5626,5334,6342,7442,7179,6609,8620,6911,6398,8959,7943,8177,9246,8407,9332,9959,9939,11372,11358,12696,13944,13562,15641,15355,16139,16136,16410,17366,17299,19492,19780,19916,21753,22120,22534,21243,22967,23755,24331,25403,24676,25518,25560,26871,26939,27210,28859,28599,28297,30494,31106,32211,32822,33382,33332,34240,35590,34780,35111,36733,35800,37690
91,239,377,231,191,293,347,237,285,483,323,342,361,365,373,306,299,390,255,266,406,515,685,631,646,310,569,664,551,627,527,723,655,555,587,836,671,986,747,969,959,997,930,582,612,762,1164,819,1701,1073,1420,1743,1047,1547,1028,1853,1272,1188,1825,2184,1542,2172,2264,1970,1758,1667,2542,2871,3191,1942,2432,2657,2398,3342,3192,4052,3472,4575,3822,4254,4236,3960,4770,5731,5403,4849,6621,5140,4847,6854,6026,6323,7148,6464,7141,7814,7634,8824,8919,9977,11186,10735,12646,12245,13071,12793,13340,14058,13951,15900,16308,16151,17939,18085,18597,17435,18946,19916,20184,21125,20415,21089,21195,22350,22361,22571,24159,24041,23634,25744,26296,27410,27975,28431,28176,29097,30538,29697,30063,31664,30542,32697
92,158,259,149,115,194,234,156,181,334,219,227,244,249,252,208,197,260,162,171,275,340,476,435,451,200,382,459,364,427,356,493,451,364,390,566,457,684,500,671,660,694,645,393,398,519,809,550,1210,728,1004,1249,702,1085,683,1317,867,797,1285,1567,1064,1537,1612,1383,1214,1133,1801,2044,2319,1315,1714,1887,1679,2456,2306,2982,2484,3420,2769,3092,3048,2870,3497,4264,4000,3471,4950,3725,3608,5189,4491,4778,5442,4810,5414,5944,5736,6704,6882,7834,8812,8320,10196,9461,10377,9945,10585,11041,10998,12726,13173,12832,14330,14477,15183,14025,15401,16210,16300,17107,16633,16916,17193,18175,18075,18352,19724,19715,19331,21287,21738,22768,23264,23683,23327,24236,25624,24820,25158,26720,25467,27738
93,102,174,94,66,126,154,99,112,226,145,146,161,167,166,138,127,169,100,107,183,219,324,292,309,125,250,311,233,284,235,328,303,232,253,374,304,462,325,454,443,472,436,258,251,345,548,359,840,481,695,875,457,742,441,913,575,519,882,1098,715,1058,1118,946,815,747,1242,1415,1645,863,1176,1304,1144,1763,1625,2143,1730,2501,1955,2188,2132,2027,2489,3102,2888,2446,3644,2630,2583,3834,3193,3490,4046,3454,4022,4422,4218,5078,5157,5979,6724,6277,8055,7243,8067,7649,8128,8519,8308,10016,10400,10064,11091,11368,12079,10976,12274,12819,12736,13568,13248,13240,13616,14447,14327,14693,15772,15760,15371,17358,17610,18564,18946,19162,18904,19792,21058,20304,20471,22097,20622,22965
94,64,114,58,37,79,99,62,67,149,94,92,104,109,107,90,80,108,60,66,119,137,215,192,207,76,160,206,145,184,152,213,199,143,159,240,197,305,206,300,289,313,288,165,153,223,363,229,568,309,469,599,289,495,276,617,370,328,589,751,468,708,755,629,532,478,833,952,1137,549,784,876,758,1235,1116,1502,1171,1787,1344,1506,1448,1394,1721,2200,2030,1675,2614,1804,1766,2762,2207,2479,2917,2413,2851,3199,3034,3731,3717,4417,5013,4626,6125,5447,6120,5718,5995,6442,6128,7757,8022,7733,8490,8764,9216,8322,9446,9877,9715,10574,10376,10190,10499,11181,10965,11549,12370,12274,11805,13758,13899,14797,14887,15156,14866,15831,16897,16138,16107,17919,16277,18572
95,39,73,34,20,49,62,38,39,96,60,57,66,70,67,58,49,67,35,39,75,83,140,123,135,45,99,133,88,116,95,134,128,86,98,150,125,196,127,193,184,203,186,103,90,141,234,142,375,192,310,401,177,321,167,406,232,201,383,501,298,460,497,408,338,296,542,621,765,338,508,572,488,844,747,1026,770,1247,898,1006,955,933,1156,1519,1389,1112,1825,1200,1172,1938,1477,1714,2048,1636,1961,2246,2076,2629,2595,3159,3622,3251,4508,3963,4470,4136,4286,4707,4475,5829,6029,5732,6393,6585,6887,6118,7032,7379,7229,8016,7858,7643,7846,8458,8108,8774,9414,9265,8847,10495,10598,11413,11339,11639,11331,12300,13180,12430,12302,14034,12554,14593
96,23,46,20,10,30,38,23,22,60,37,34,40,44,41,36,29,40,20,22,47,49,89,77,87,26,60,84,52,71,58,83,80,50,58,91,77,123,76,121,114,128,117,62,52,86,147,85,241,117,199,261,106,203,98,260,141,119,242,325,184,290,317,256,208,178,343,394,501,201,319,362,305,562,486,683,491,850,584,653,610,606,752,1020,924,716,1239,774,754,1323,957,1152,1400,1075,1308,1533,1375,1798,1757,2196,2544,2222,3228,2802,3171,2884,3043,3355,3145,4200,4363,4091,4647,4761,5016,4375,5100,5380,5215,5876,5714,5540,5657,6166,5874,6433,6926,6781,6420,7769,7831,8542,8457,8657,8396,9199,9939,9242,9162,10607,9305,11136
97,14,28,11,5,17,23,13,12,37,22,20,24,27,25,22,17,24,11,13,28,28,55,47,54,14,35,52,29,43,35,49,49,28,34,54,47,75,44,74,69,79,72,36,29,52,90,50,151,68,125,166,61,125,56,162,83,68,149,206,111,177,197,157,125,103,210,242,319,116,195,222,185,365,308,442,304,564,368,411,377,383,474,666,597,446,817,483,470,878,599,751,930,684,845,1016,882,1193,1152,1482,1734,1471,2247,1924,2182,1947,2097,2320,2142,2935,3064,2827,3275,3335,3542,3027,3582,3801,3637,4171,4021,3883,3939,4345,4110,4565,4928,4796,4497,5560,5593,6184,6099,6220,6006,6650,7245,6632,6585,7748,6649,8222
98,8,17,6,3,10,13,7,6,22,13,11,14,16,14,13,10,14,6,7,17,16,33,28,33,8,20,32,16,25,20,29,29,16,19,31,27,44,25,44,40,47,43,21,15,30,54,28,92,39,77,103,34,75,31,98,48,38,89,127,65,105,119,93,72,58,125,144,198,64,115,132,109,230,190,278,182,365,225,250,226,235,290,422,374,269,523,292,283,566,363,476,600,421,528,653,546,766,731,970,1146,941,1518,1281,1455,1270,1401,1555,1410,1987,2085,1890,2235,2259,2422,2024,2432,2597,2447,2863,2732,2627,2645,2955,2774,3129,3385,3273,3036,3839,3853,4322,4243,4307,4138,4636,5095,4583,4558,5457,4570,5860
99,4,10,3,1,6,8,4,3,13,8,6,8,10,8,8,5,8,3,4,10,9,19,16,20,4,11,19,9,14,11,16,17,8,10,17,16,26,14,25,23,28,25,11,8,17,31,16,54,22,46,62,19,43,17,58,27,21,52,76,37,60,70,54,41,32,72,83,119,35,66,76,62,141,113,170,106,230,134,148,131,140,171,260,228,157,325,171,165,354,212,292,376,251,319,407,327,477,448,615,734,581,994,826,939,801,906,1009,898,1302,1373,1220,1475,1478,1601,1306,1595,1714,1587,1896,1791,1713,1710,1937,1802,2069,2240,2151,1971,2553,2556,2911,2843,2870,2741,3111,3449,3044,3032,3698,3014,4024
100,2,6,2,1,3,4,2,2,7,4,3,5,5,5,4,3,4,1,2,6,5,11,9,12,2,6,11,5,8,6,9,10,4,6,9,9,14,7,14,13,16,14,6,4,9,18,9,31,12,27,37,10,25,9,33,14,11,29,44,20,34,40,30,22,17,40,46,70,18,37,43,35,84,66,101,60,141,77,85,74,81,98,155,134,89,196,97,93,215,120,174,229,145,187,246,189,287,266,378,455,347,631,515,586,487,567,634,552,824,874,761,940,933,1022,812,1009,1091,991,1211,1131,1076,1063,1221,1126,1318,1427,1359,1230,1633,1630,1886,1832,1837,1743,2006,2244,1940,1935,2407,1906,2657
101,1,3,1,0,2,2,1,1,4,2,2,2,3,2,3,2,2,1,1,3,2,6,5,7,1,3,6,2,4,3,5,5,2,3,5,5,8,4,8,7,9,8,3,2,5,10,4,18,6,15,21,5,14,4,18,8,5,16,25,11,18,22,16,12,9,22,25,40,9,20,23,19,49,37,58,33,84,43,47,40,45,54,90,77,49,114,53,51,127,65,101,135,81,105,144,106,167,152,225,273,200,388,311,353,286,343,385,327,504,538,457,578,568,629,487,615,670,595,745,688,650,635,741,676,808,874,826,737,1003,999,1175,1133,1128,1063,1242,1402,1186,1184,1503,1153,1684
102,1,2,0,0,1,1,1,0,2,1,1,1,2,1,1,1,1,0,0,2,1,3,3,4,1,2,3,1,2,2,2,3,1,1,3,3,4,2,4,4,5,4,2,1,3,5,2,10,3,8,12,2,7,2,10,4,3,8,14,6,10,12,9,6,4,12,13,22,4,10,12,10,28,20,33,17,49,23,25,21,24,29,50,43,26,65,28,27,72,34,56,77,44,58,82,57,94,84,129,158,111,231,182,206,162,201,226,187,298,320,265,343,334,374,281,361,396,344,441,402,377,364,432,390,476,514,482,424,592,587,702,673,664,621,737,839,694,694,899,668,1024
103,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,2,1,2,0,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,3,2,1,0,1,3,1,5,2,5,6,1,4,1,5,2,1,4,7,3,5,6,4,3,2,6,7,12,2,5,6,5,15,11,18,9,28,12,13,11,13,15,28,23,13,35,14,14,40,17,31,43,23,30,45,30,51,45,72,89,60,133,103,116,88,114,128,103,170,183,148,197,189,214,156,204,226,191,251,226,211,201,242,216,270,291,270,234,335,332,403,384,375,348,420,482,389,389,516,370,597
104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,3,1,2,3,1,2,0,3,1,1,2,4,1,2,3,2,1,1,3,3,6,1,3,3,2,8,6,9,4,15,6,7,5,7,8,15,12,7,19,7,7,21,9,16,23,11,16,24,15,27,23,39,48,31,74,56,63,47,62,70,55,93,102,80,109,103,118,84,111,124,102,138,122,113,106,130,115,147,158,145,124,182,180,222,210,203,187,229,265,209,209,283,196,333
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,2,0,1,0,1,0,0,1,2,1,1,2,1,1,0,1,2,3,0,1,1,1,4,3,5,2,8,3,3,3,3,4,7,6,3,10,3,3,11,4,8,12,6,8,12,7,14,12,20,25,16,40,30,33,24,33,37,28,50,54,42,58,54,63,43,58,66,52,73,64,59,54,67,59,77,82,75,63,95,94,117,110,105,96,120,140,108,108,149,100,179
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,2,0,1,1,1,2,1,2,1,4,2,2,1,2,2,4,3,1,5,2,2,6,2,4,6,3,4,6,3,7,6,10,13,8,21,15,17,12,17,19,14,25,28,21,30,27,32,21,30,33,26,37,32,29,27,34,29,39,41,37,31,48,47,60,56,53,48,60,71,53,53,75,49,92
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2,1,1,1,1,1,2,1,1,2,1,1,3,1,2,3,1,2,3,2,3,3,5,6,4,11,8,8,6,8,9,7,13,14,10,15,13,16,10,14,16,12,18,16,14,13,16,14,19,20,18,15,23,23,29,27,25,23,29,35,25,25,37,23,45
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,2,1,2,3,2,5,4,4,3,4,5,3,6,7,5,7,6,8,5,7,8,6,9,7,7,6,8,6,9,9,8,7,11,10,14,13,12,10,14,16,12,12,17,10,22
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,2,2,2,1,2,2,1,3,3,2,3,3,4,2,3,4,3,4,3,3,3,3,3,4,4,4,3,5,5,6,6,5,5,6,7,5,5,8,4,10
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,2,1,1,1,2,2,1,2,3,2,3,2,3,2,2,3,2,3,3,2,2,3,2,3,3,3,2,4,4,5,4,4,3,5,6,4,4,6,3,8
