"Age","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
86,1002,1411,1197,1043,1327,1429,1338,1578,1684,1447,1454,1400,1541,1490,1109,1376,1916,1309,1312,1545,2094,2086,1931,2263,1722,2236,2326,2030,2286,1569,2017,2111,2274,2067,2292,1995,2778,2548,2544,2911,2994,2212,1512,2497,2579,3644,2884,4103,3275,3593,4234,3574,3853,3244,4562,3681,3857,4825,4948,3844,4836,5286,4508,4506,4370,5961,5770,6287,4728,5650,6515,6137,7191,7006,8502,7306,8685,7816,8618,8403,8154,8502,10239,10167,9582,10617,9091,8417,10612,9785,10450,11172,10181,10428,11329,11159,12354,12725,13003,13588,13518,14667,14186,14892,14760,15060,16110,15682,17538,17300,18271,18993,18873,19410,18661,19745,20894,21366,22435,22554,23795,24546,24220,25754,26293,27895,28782,28707,31495,31346,32960,33703,34710,35061,35964,37114,37900,38196,39966,39202,41696
87,718,1046,877,751,970,1064,994,1179,1270,1046,1074,1024,1114,1071,788,998,1410,946,934,1137,1589,1528,1437,1697,1242,1704,1729,1505,1704,1128,1434,1598,1686,1533,1750,1463,2122,1908,1858,2193,2250,1626,1103,1863,1910,2807,2180,3185,2440,2677,3229,2670,2980,2493,3558,2733,2882,3805,3719,2802,3742,4104,3388,3427,3229,4533,4502,4842,3494,4308,5115,4752,5715,5540,6698,5672,6905,6113,6793,6550,6210,6681,8247,8152,7618,8575,7114,6578,8509,7849,8294,9191,8111,8511,9162,8983,10253,10454,10604,11185,11141,12266,11719,12401,12221,12497,13443,13028,14663,14512,15491,16141,15975,16372,15543,16824,17746,18253,19105,19398,20415,21005,20704,22134,22732,24151,24960,24717,27588,27368,28815,29452,30558,30847,31713,32827,33553,33779,35426,34864,37200
88,501,756,629,528,695,777,725,864,940,738,777,735,794,748,550,708,1044,669,654,821,1183,1103,1056,1244,866,1255,1277,1108,1239,806,1018,1166,1223,1105,1283,1024,1568,1394,1353,1616,1634,1137,794,1350,1399,2122,1548,2423,1789,1942,2442,1918,2267,1885,2674,1965,2080,2915,2735,2029,2781,3092,2520,2468,2327,3423,3452,3622,2513,3179,3934,3558,4437,4304,5129,4266,5301,4601,5201,4994,4607,5138,6414,6437,5904,6895,5525,5046,6755,6199,6386,7438,6380,6807,7351,7118,8328,8343,8630,9096,8939,10045,9532,10152,9928,10117,11060,10595,12043,11951,12839,13414,13306,13571,12786,14059,14764,15284,15988,16296,17190,17677,17438,18626,19310,20622,21360,20977,23818,23457,24679,25294,26491,26810,27430,28583,29311,29420,31031,30346,32774
89,340,532,443,362,488,555,519,619,683,506,550,516,553,507,375,490,757,463,447,580,864,776,761,890,586,903,924,800,878,563,719,833,860,777,917,710,1121,1004,949,1164,1165,792,556,962,974,1572,1060,1790,1309,1401,1835,1324,1655,1370,1962,1359,1492,2153,2049,1466,2023,2291,1842,1734,1654,2558,2559,2669,1782,2312,2886,2637,3341,3186,3930,3123,3985,3392,3854,3722,3338,3913,4835,4858,4465,5456,4233,3733,5171,4756,4831,5872,4960,5251,5781,5667,6620,6524,6842,7293,7005,8024,7688,8237,7956,7930,8885,8436,9685,9610,10493,11055,10869,11049,10305,11464,12127,12535,13209,13381,14151,14556,14375,15408,16129,17306,18008,17514,20163,19700,20793,21311,22442,22739,23284,24449,25004,25298,26750,25863,28366
90,224,364,305,242,335,388,364,434,486,337,380,355,375,333,249,331,538,314,298,401,618,531,536,620,384,636,653,565,605,385,497,582,589,532,641,480,781,707,647,819,810,538,379,670,660,1141,735,1293,939,986,1355,910,1180,967,1404,922,1040,1554,1506,1029,1434,1659,1285,1204,1139,1869,1864,1910,1232,1651,2118,1921,2450,2322,2987,2222,2868,2527,2817,2687,2448,2957,3638,3540,3301,4151,3172,2696,3824,3525,3625,4493,3732,3944,4473,4411,5090,4974,5223,5744,5372,6305,6075,6500,6285,6136,6985,6606,7600,7569,8284,8885,8627,8736,8069,9169,9841,10176,10656,10696,11376,11710,11616,12481,13224,14132,14868,14306,16601,16230,17230,17666,18583,18767,19534,20440,20886,21202,22621,21522,23976
91,143,242,205,158,225,265,250,298,339,217,257,238,248,212,161,217,374,208,194,271,433,354,370,421,244,436,452,390,406,257,335,398,392,356,438,315,529,486,429,563,548,356,250,456,434,810,498,913,659,677,982,607,822,666,979,606,706,1094,1083,704,988,1172,872,813,762,1333,1328,1330,827,1149,1518,1367,1773,1649,2197,1555,1999,1823,2055,1901,1765,2128,2692,2614,2382,2995,2342,1923,2809,2556,2726,3301,2727,2946,3355,3336,3831,3759,3950,4337,4015,4917,4653,4903,4860,4702,5395,5049,5934,5931,6263,6918,6686,6809,6167,7195,7800,8000,8422,8219,8915,9196,9197,9855,10458,11234,11898,11379,13319,13089,13994,14283,14982,15120,15976,16780,17115,17321,18680,17513,19770
92,89,156,135,100,148,176,168,199,231,136,169,157,159,131,102,139,254,134,122,180,296,229,250,278,150,292,305,264,265,168,220,265,253,231,292,201,348,326,275,377,361,229,161,302,277,562,329,629,453,453,698,393,557,447,664,385,466,752,763,469,662,808,575,533,495,928,925,901,540,779,1063,950,1253,1141,1579,1051,1400,1273,1425,1325,1222,1488,1922,1875,1673,2111,1665,1322,1999,1788,1979,2365,1946,2174,2422,2495,2849,2858,2905,3147,2883,3779,3462,3650,3633,3526,4126,3781,4594,4570,4696,5277,5082,5181,4611,5433,6036,6090,6534,6226,6792,7025,7189,7546,8049,8686,9223,8817,10529,10196,11094,11222,11831,12013,12702,13505,13559,13792,14948,13895,15955
93,54,98,87,62,95,115,111,130,154,82,109,101,100,78,63,86,168,85,75,116,198,144,165,179,89,191,201,174,167,107,141,173,159,147,190,125,222,213,172,246,231,144,100,196,171,381,212,422,305,295,487,247,368,293,438,237,299,503,526,305,430,543,368,340,312,630,629,592,342,513,726,643,863,767,1109,689,955,866,959,899,823,1023,1338,1311,1157,1498,1138,887,1391,1212,1356,1677,1335,1556,1684,1789,2012,2075,2060,2301,2008,2813,2469,2702,2685,2610,3113,2787,3457,3330,3384,3963,3773,3841,3367,4025,4563,4518,4868,4662,5053,5220,5401,5638,6057,6597,7064,6698,8185,7707,8650,8721,9163,9457,9779,10551,10447,10612,11597,10652,12567
94,31,59,55,37,60,73,71,83,101,48,68,63,61,45,37,52,109,52,45,73,130,88,106,112,51,122,129,112,103,66,88,110,97,90,121,75,138,135,104,156,143,88,60,123,103,252,133,276,200,187,333,150,237,187,280,141,187,328,354,193,272,355,228,210,190,417,417,378,210,329,483,425,580,502,759,437,633,574,627,593,539,684,906,892,779,1035,756,576,940,826,905,1171,908,1070,1140,1239,1402,1466,1425,1630,1369,2029,1716,1909,1919,1902,2218,1949,2557,2341,2429,2889,2723,2855,2406,2961,3405,3306,3539,3342,3686,3743,3828,4106,4469,4872,5285,4875,6177,5743,6497,6613,6937,7284,7271,8016,7875,7952,8764,8031,9626
95,18,35,34,22,37,45,45,52,64,27,42,39,36,25,22,31,69,31,26,45,83,52,67,68,28,75,81,71,61,40,54,68,57,54,75,44,83,84,61,97,87,52,35,76,60,163,81,176,128,115,223,89,148,116,174,81,113,208,233,118,166,226,137,126,113,268,270,234,125,205,313,273,379,319,507,269,407,370,398,380,343,445,596,590,509,696,487,363,618,548,585,797,600,717,771,848,966,1003,970,1127,912,1444,1201,1337,1307,1355,1519,1306,1834,1624,1758,2027,1909,2026,1661,2118,2465,2399,2534,2334,2650,2579,2674,2896,3270,3479,3786,3423,4528,4143,4669,4834,5104,5418,5277,5923,5743,5771,6480,5932,7172
96,10,20,20,12,22,27,28,31,40,15,25,23,21,14,12,18,43,18,15,27,52,30,41,40,15,45,50,44,35,24,32,41,33,32,45,25,48,51,35,58,51,30,20,45,34,103,48,109,81,69,146,51,90,70,105,45,66,128,149,71,99,140,80,73,65,168,171,141,72,124,197,171,241,197,330,160,255,232,244,236,212,281,380,380,324,455,305,221,394,354,367,528,386,467,507,566,649,668,642,759,599,1003,819,913,887,924,1040,879,1268,1105,1207,1405,1321,1397,1107,1475,1740,1667,1766,1594,1830,1763,1847,1994,2291,2436,2649,2362,3207,2888,3309,3422,3608,3876,3730,4247,4038,4091,4650,4182,5191
97,5,11,12,7,13,16,17,19,24,8,14,13,12,7,7,10,26,11,8,16,32,17,25,23,8,27,30,26,20,14,18,24,18,18,27,14,27,30,19,34,29,17,11,26,18,63,28,66,49,40,93,28,53,41,62,24,38,77,94,41,57,84,45,41,36,102,105,82,40,73,121,104,149,118,209,92,154,142,145,143,127,173,236,237,200,289,185,131,243,222,223,340,241,295,324,368,424,433,413,497,382,680,544,607,586,613,693,575,852,731,806,947,890,937,715,1000,1197,1125,1196,1054,1225,1167,1237,1330,1557,1653,1796,1577,2202,1947,2272,2346,2468,2687,2549,2948,2739,2802,3226,2845,3634
98,3,6,7,4,7,9,10,11,14,4,8,8,6,4,4,5,15,6,4,9,19,9,14,13,4,15,17,15,11,8,10,14,10,10,15,7,15,17,10,20,16,9,6,15,10,38,16,39,29,23,59,15,31,24,35,13,21,45,57,23,32,49,25,23,19,61,63,46,22,41,72,62,90,68,129,51,91,84,84,84,74,103,142,144,120,179,109,75,146,135,131,213,146,181,201,233,270,272,258,317,237,449,352,392,376,396,449,366,557,469,523,620,582,610,447,659,801,737,786,675,795,747,803,858,1026,1087,1178,1018,1463,1269,1509,1555,1631,1802,1682,1978,1790,1852,2160,1864,2456
99,1,3,4,2,4,5,6,6,8,2,4,4,3,2,2,3,9,3,2,5,11,5,8,7,2,8,10,9,6,4,6,8,5,5,9,4,8,9,5,11,9,5,3,8,5,22,9,22,17,13,36,8,17,13,19,6,11,26,34,13,17,28,13,12,10,35,37,25,12,23,42,35,53,38,77,28,52,48,47,48,42,60,82,85,70,107,62,42,85,80,74,130,86,108,121,144,167,167,156,196,142,289,222,247,235,249,283,226,354,292,329,394,370,385,270,422,521,469,502,418,499,463,504,535,655,691,747,634,940,798,969,995,1040,1168,1071,1281,1126,1179,1395,1176,1601
100,1,2,2,1,2,3,3,3,5,1,2,2,2,1,1,1,5,2,1,3,6,2,5,4,1,5,5,5,3,2,3,4,3,3,5,2,4,5,3,6,4,3,2,4,2,13,5,12,10,7,22,4,9,7,10,3,6,14,20,7,9,15,7,6,5,20,21,13,6,12,24,20,30,21,45,15,29,27,25,26,23,33,47,48,39,62,34,22,48,46,41,77,49,63,71,86,101,99,92,118,83,181,136,151,143,152,173,135,219,177,201,243,228,236,158,262,329,289,310,250,303,277,307,323,404,425,458,382,583,484,601,615,640,731,656,800,681,723,867,713,1005
101,0,1,1,0,1,1,2,2,3,0,1,1,1,0,0,1,3,1,1,1,3,1,2,2,0,2,3,3,1,1,2,2,1,1,2,1,2,3,1,3,2,1,1,2,1,7,2,7,5,4,13,2,5,4,5,1,3,8,11,4,5,8,3,3,3,11,12,7,3,6,13,11,17,11,26,7,15,15,13,14,12,18,25,27,21,35,18,12,26,26,22,44,27,35,40,50,59,57,53,69,47,110,81,89,84,90,103,78,131,103,119,145,137,140,90,158,202,172,186,145,178,160,180,188,242,252,271,221,350,283,359,366,379,442,388,482,396,426,519,415,607
102,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,2,1,1,1,0,1,2,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,0,1,1,4,1,4,3,2,7,1,3,2,3,1,1,4,6,2,2,4,2,2,1,6,6,3,1,3,7,6,9,6,14,4,8,8,7,7,6,10,14,14,11,19,10,6,14,14,11,25,15,19,22,28,33,32,29,39,26,65,47,52,48,52,59,44,76,59,68,84,79,81,49,93,120,100,108,81,101,89,102,106,140,145,155,124,202,160,207,211,217,257,220,279,221,242,299,232,353
103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,2,1,2,2,1,4,0,1,1,1,0,1,2,3,1,1,2,1,1,1,3,3,2,1,2,4,3,5,3,8,2,4,4,3,4,3,5,7,8,6,10,5,3,7,7,6,13,8,10,12,16,18,17,16,22,14,38,26,29,27,29,33,24,43,32,38,47,45,45,26,53,70,56,61,44,56,48,56,57,78,80,85,67,113,87,115,117,119,145,121,156,119,132,165,125,197
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,1,0,0,1,2,0,1,1,0,0,0,1,2,1,0,1,2,1,2,1,4,1,2,2,2,2,2,2,3,4,3,5,2,1,4,4,3,7,4,5,6,8,10,9,8,12,7,21,14,16,14,16,18,13,24,17,21,26,24,25,13,29,39,30,33,23,30,25,30,30,42,43,45,35,61,46,62,62,63,78,64,84,61,69,88,65,106
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,2,0,1,1,1,1,1,1,2,2,1,3,1,1,2,2,1,4,2,3,3,4,5,5,4,6,3,12,8,8,8,8,10,7,13,9,11,14,13,13,7,15,21,16,17,12,15,13,15,15,22,22,23,18,32,23,32,32,32,41,32,44,31,35,45,32,55
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,1,1,2,2,3,2,2,3,2,6,4,4,4,4,5,3,7,4,5,7,7,7,3,8,11,8,9,6,8,6,8,8,11,11,12,9,16,11,16,16,16,21,16,22,15,17,22,15,27
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,3,2,3,4,3,3,1,4,6,4,4,3,4,3,4,4,5,5,6,4,8,5,8,8,8,10,8,11,7,8,11,7,13
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,3,2,2,1,2,1,2,2,3,3,3,2,4,2,4,4,4,5,3,5,3,4,5,3,6
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,3
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2
